Title,initial
"Least upper bound property and greatest lower bound property","2014"
"Real sequences which sum to 0, multiply to 1.","2014"
"Convolution of a Function","2013"
"Show that $\lim_{x\to a^{+}} g(x) =g(a)$","2013"
"Open and Closed Set Problems using a Ball","2013"
"Proof in Bartle's book","2015"
"max value of function on set","2014"
"Uniform convergence and integration","2012"
"$C^1$ function questions","2012"
"Diffeomorphism from $\mathbb{R}^{2}$ onto $\mathbb{R}^{2}$","2016"
"Proving (2,5) is an open set?","2016"
"countable or uncountable sets NBHM 2016","2016"
"Proving That Multiplication among Interval Numbers is Associative","2011"
"Can the limit of a sequence of bounded functions be unbounded?","2016"
"How to prove a function has no maximum","2013"
"Is it possible to build a sequence of positive real numbers $\{a_n\}$ such that $\sum_{n=1}^{\infty}$","2015"
"Function that is not uniformly differentiable","2014"
"Validity of a Limit Proof","2013"
"Integral curve for vector field tangent to sphere","2013"
"Show that the set of points where a real-valued continuous sequence of functions converges is $F_{\sigma\delta}$","2016"
"question about proof of continuity of d(x,A)","2015"
"Real Analysis Proof Verificaition","2013"
"How to show that $\log_{10} n$ is not a rational number if $n$ is any integer not a power of $10.$","2013"
"Show sequence ${a_n} = \sqrt[n]{{{3^n} + {5^n}}}$ is monotone decreasing","2013"
"Prove ${b_n} = \sup \{ {a_k}:k \geqslant n\} $for $n \geqslant 1$. Prove that $({b_n})$ converges.","2013"
"A generalization of Simple Vitali Lemma in the plane.","2013"
"Limsup/inf of sequences of functions","2015"
"Calculation of certain limits","2015"
"problem using Weierstrass-Approximation","2014"
"Showing $t\mu(|f|>t) \to 0$ as $t \to \infty$","2014"
"Proving this function is differentiable","2014"
"Prove $\cap_{n=1}^{\infty}(-\frac{1}{n},1+\frac{1}{n})=\left[0,1\right]$","2016"
"Error in my proof?","2015"
"Showing $f_n(x) = \sin(nx)$ is not uniformly convergent on $[0,1]$","2013"
"Uniform convergence of the sequence of functions $f_n(x) = \displaystyle\frac{x}{1+n^2x^2}$ on the interval $[0,1]$","2013"
"how to prove $\int_\mathbb{R} |f(x+h)-f(x)|dx\leq A|h|$?","2014"
"Infinite sums - order of terms","2013"
"If $\Lambda$ is continuous at one point in $X$, then $\Lambda$ is bounded on $X$.","2015"
"Why is a function of $n$ independent variables equivalent to one defined on an open set?","2012"
"integrable invarant after transitation","2016"
"How to understand $\delta$ and $\varepsilon$ in real analysis?","2013"
"Undergrad Real Analysis","2016"
"proving every nonempty open set is the disjoint union of a countable collection of open intervals","2016"
"Show that $\operatorname{int}(A \cap B)= \operatorname{int}(A) \cap \operatorname{int}(B)$","2012"
"Find the pointwise limit of $\{f_n(x)\}$ where $f_n = \frac{nx}{1+nx^2}$","2015"
"Proving a set is open by complement","2013"
"Show that $f(x)=\sqrt{x}:[0,1]\rightarrow \mathbb{R}$ is not a Lipschitz function.","2013"
"Showing that a map $F:C[0,1] \rightarrow \mathbb{R}^{[0,1]}$ takes $ C[0,1]$ to itself.","2013"
"Prove this inequality by using the mean value theorem","2013"
"$f(x)$ is continuously differentiable on $[0,1]$, prove that $ (\int_0^1 f(x)dx)^2 \leq \frac {1} {12} \int_0^1 (f'(x))^2 dx $","2015"
"Trying to show that the set of all $2$-element subsets of a denumerable set is denumerable","2015"
"The adherent values of $x_n=cos(n)$ are the interval $[-1,1]$","2013"
"Sequence Proof Inequality","2013"
"Showing that if $\lim_{x\to\infty}xf(x)=l,$ then $\lim_{x\to\infty}f(x)=0.$","2013"
"How do I show $x^2 \sin (\frac{1}{x})$ is differentiable?","2014"
"Lebesgue measurability of a set considering its boundary","2013"
"Hölder- continuous function","2013"
"differentiability over an interval","2015"
"Prove that the function is constant","2012"
"Question on proof of the Bolzano-Weierstrass theorem","2014"
"Prove that $x_{n+1}=1/2(x_n+\frac{c}{x_n})$ converges to $\sqrt{c}$","2015"
"Prove that $\int_0^1 \frac{dx}{f^2(x)+1} \le \frac{ \pi}{4}$","2015"
"Is the following a Cauchy sequence?","2014"
"Is the space of simple functions with finite measure support dense in the weak $L^p$ space","2016"
"Proving any interval of a specified set is not dense","2015"
"Let $x_n=\sqrt[3]{n+1}-\sqrt[3]{n}$. Prove that $(x_n)$ converges.","2013"
"$p(x)=x^{10}+a_1x^9+\cdots+a_{10}$ be a polynomial with real coefficients","2013"
"$a_n>0$ and $(a_n)$ is decreasing. Suppose that $\sum_{n=1}^{\infty}{a_{2n}}$ converges. Prove that $\sum_{n=1}^{\infty}{a_n}$ also converges.","2013"
"Is product of two continuous functions still continuous?","2011"
"Characterization of real functions which have limit at each point","2012"
"Why, intuitively, does $log(x)$ come in as the integral of $1/x$, wheras the integral of other powers of $x$ are powers of $x$?","2014"
"Prove that $\lim_{x\to\infty} f(x) = 0$ if $\lim_{x\to\infty} xf(x) = L$","2013"
"Stuck on Rudin's Real Analysis 2.3 Definition regarding Cardinality and Equivalence Relations","2015"
"Limit of $f$ at $(0,0)$ vs limits of $f(x,kx)$ when $x\to0$","2015"
"$\{f_n\}$ continuous such that $\inf f_n$ and $\sup f_n$ are not continuous","2012"
"""The deepest and most important of the fundamental properties of the real numbers"" according to Edmund Landau","2012"
"Convergence of Multidimensional Infinite Series","2011"
"L'Hopital's Rule failure due to derivative of denominator equaling 0","2015"
"Show that a set is an open set","2014"
"Proof check: if $x_n \to x$ prove $\sup(x_n) \to x$","2014"
"Derivative and uniform continuity","2015"
"let $a_1,a_2, ... $be a sequence of real numbers with $a_i \geq 0$.If $\sum_1^{\infty} \dfrac{1}{1+a_n} < \infty$,then show that","2016"
"Is a periodic function differentiable? uniformly continuous?","2015"
"Parseval's Theorem Proof","2013"
"Differentiation Proof","2013"
"Strictly increasing continuous function","2013"
"Continuous function from $(0,1)$ onto $[0,1]$","2012"
"$\forall x,y \in \mathbb R ,x \lt y \implies \exists z,$s.t. $x \lt z \lt y$.","2013"
"limit of a sequence of functions equality","2013"
"Showing continuity of a function","2016"
"Find the supremum and infimum of $B:=\{\frac{1}{n}:n\in \mathbb{N}\}$ without using limits","2015"
"$\sup (A\cdot B)=\sup A \cdot \sup B$","2013"
"Doing calculus on functions restricted to the Cantor set","2011"
"Proving a limit exists","2013"
"differentiability of functions f and g","2015"
"Straddled sequences formulation of derivative","2013"
"If $c$ is critical point and $x_{n}\to c$ then $f''(c)=0.$","2016"
"$||f-f_n||_{L^1} \rightarrow 0$ but $f_n \rightarrow f$ for no $x$","2013"
"Proving that a set is complete","2013"
"How to prove that the set $A = \{\ q \in \mathbb{Q}\ |\ q = n + \frac{1}{2n} \mathrm{\ for\ }n\in\mathbb{N}\ \}$ is closed in $\mathbb{R}$?","2015"
"Showing that $(\frac{1}{n})_{n \in \mathbb{N}}$ and $(-\frac{1}{n})_{n \in \mathbb{N}}$ are equivalent Cauchy sequences","2016"
"Regarding the Poincare Friedrichs inequality","2014"
"Elementary fact about positive integers and rational numbers","2014"
"Prove Lp is not a metric for 0 < p < 1","2014"
"Fourier transform is not surjective","2013"
"Limit of $ \int_{0}^{\frac{\pi}{2}}\sin^n xdx$ and probability","2015"
"Show that this Variation of Thomae Function is Unbounded in any subinterval of [0,1], proof outline check.","2015"
"Show that $g(x)=\text{mid}\{f_1,f_1,f_3\}$ is measurable.","2015"
"Integrability of Airy function","2014"
"Proof using convergence of a sequence","2014"
"Number or triples $(a,b,c)$ such that $2^a - 5^b*7^c =1$","2014"
"If $m^*(E)=\infty$, then $E=\bigcup_{k=1}^{\infty}E_k$, $E_k$ measurable and $m^*(E_k)<+\infty$","2013"
"The continuity of measure","2013"
"how to show $\|f\|_p\leq (m(E))^{1/p-1/q}\|f\|_q$","2016"
"Aysmptotic relation","2012"
"Solve the equation: $e^x=mx^2$","2012"
"A question on behavior of a function which is a limit of a sequence of functions converging under some norm","2011"
"Convergence of a sequence of functions defined as integrals","2011"
"Proving that the limit is zero","2016"
"Fubini's theorem for Riemann integrals?","2013"
"If $f_n(x_n) \to f(x)$ whenever $x_n \to x$, show that $f$ is continuous","2013"
"The pointwise liminf of a sequence of upper semicontinuous functions is upper semicontinuous. Find the flaw in my counterexample?","2012"
"Prove $\lim_{x\to 3^+}\frac{x^2+1}{x-3}=+\infty $ using definition","2015"
"Question about a proposition on sigma algebras","2015"
"Local behavior of an integrable function","2016"
"Limit of $\left(e^2 \frac{(1+x)^{1/x}}{(1+x²)^{1/x²}}\right)^{1/x}$ when $x\to0$","2016"
"Limits of functions in the Schwartz space","2011"
"Equicontinuous sequence of functions being uniformly bounded?","2013"
"Find the bounds of the following function","2013"
"continuity in one point mean and the definition","2013"
"Is there a bijection between $(0,1)$ and $(0,infinity)$","2016"
"Can any real be found in an interval of $\left(\frac 1 {n+1}, \frac 1 n\right)$?","2016"
"Let $\sup \limits_{[a,b]}f=\sup \limits_{[a,b]}(-f)=R.$ Then $\sup \limits_{[a,b]}|f|=R.$","2015"
"functional relation","2013"
"Is this function decreasing?","2013"
"the continuity of the primitive","2013"
"Construct a function such that the improper integral $\int_0^1 fdx$ exists but $\int_0^1 |f|dx$ does not.","2016"
"Rudin's definition on measurable function","2016"
"I want to prove this inequality for integrals for f be nonnegative and decreasing on $[0,1]$.","2016"
"Does the series $\sum \frac{x^n}{1+x^n}$ converge uniformly on $x\in [0,1)$?","2013"
"Set of discontinuity closed? Integrability and null set.","2013"
"Any closed set of R is compact?","2016"
"uniform continuity and compact sets","2013"
"using fundamental theorem of calculus, simple exercise","2015"
"$\{\,x \in I: \phi'(x)$ $\text{does not exist}\,\}$ is at most countable.","2015"
"Characterization of $C^n$ functions","2016"
"Prove an interesting function $f$ is semicontinuos.","2015"
"A subset of bounded below set is bounded below","2015"
"A set of rationals with rationals lower bounds but with no rational greatest lower bound","2015"
"Generalization (?) of the Implicit Function Theorem","2014"
"Limit and integration","2012"
"Dirichlet forms","2011"
"Density of a set around $0$ and on $\mathbb{R}$","2015"
"Continuity of inverse mapping of a continuous function","2011"
"maximum and minimum of a set","2011"
"Relationship between uniform convergence and convergence in measure","2011"
"Convergence in measure","2011"
"In a normed space $X$ with field $\mathbb{R}$, is $\{ x \in X \mid \|x\| =1\}$ compact in general?","2014"
"$\sum_{k=1}^{\infty}(a_k+\epsilon/2^k)$, where $a_k\ge 0$","2013"
"Tricky T/F... convergence","2013"
"Total variation of a step function","2011"
"Suppose that $x > 1$. Prove that $s_n \to 1$","2011"
"question about continuity or discontinuity of a function","2014"
"$\lim\inf(s_n)$ is $s_n$ is unbounded above","2014"
"Representation of continuously differentiable function","2013"
"Integral Inequality Absolute Value","2013"
"Given that f is additive and f is continous at 0, prove f(x)=kx where k=f(1).","2015"
"How to prove for every $ε > 0$, it holds that $0 \le a < ε$, then $a = 0$","2014"
"Norm in $L^2$ goes to zero for function away from zero","2013"
"a representation of $f''$ only using terms of $f$ and constants.","2012"
"Trouble with the peak index concept","2014"
"How to find the solution for $n=2$?","2015"
"Let $f: [a,\infty) \rightarrow \mathbb R$ two time derivable. If $\lim\limits_{x\to \infty}f(x)=f(a)$","2015"
"If $f: \mathbb R \to \mathbb R$ is differentiable, and $|f'(x)| < 1$ for all $x$, is $f$ a contraction?","2013"
"Show that $T$ is or isn't a strict contraction but have fixed points","2013"
"continuity and open subset","2013"
"Show the set of the limits of all the subsequence of a bounded set contains sup and inf.","2014"
"$\varepsilon$-$\delta$ proof for inverse function","2013"
"Translating a Borel measurable set to overlap another?","2013"
"If $\sum_{n=1}^{\infty} a_n$ is absolutely convergent, then $\sum_{n=1}^{\infty} (a_n)^2$ is convergent","2011"
"Monotonicity of $f(n)= \frac{1}{n} \sum_{i=1}^{n-1} \frac{1}{i}$","2011"
"Isometries of $\mathbb{R}^n$","2011"
"Prove that $F_{n} \subset U$ for some $n \in \mathbb{N}$","2015"
"Help verify a proof that a sequence oscillates iff. there exists $a<b$ st.$ x_k≤a$ for infinite times and $x_k≥b$ for infinite times","2015"
"How to prove the measure of $g(C)$ is 1","2014"
"Prove that if $f:[-1,1] \to \mathbb{R}$ is continuous and satisfies $f(-1)=f(1)$, then $f(B)=f(B-1)$.","2013"
"Connected and disconnected proofs","2013"
"A question regarding analysis.","2012"
"Is $f(x)=x-\frac{x^2}{2}$ a shrinking map?","2016"
"Prove that if $f:\mathbb{R}\to\mathbb{R}$ is decreasing and continuous, then there is a unique point $c \in \mathbb{R}$ such that $\,f(c)=c$.","2013"
"Graph of a continuous function $f:\mathbb{R}^n \rightarrow \mathbb{R}^m$ is closed","2015"
"$\int f=0$ implies $f=0$ almost everywhere$","2016"
"prove that there exists a unique number x $\in$ R such that $f(x) =x$","2013"
"Show that $\lim((\int_{a}^{b}f^{n})^\frac{1}{n})=\sup\{f(x):x\in[a,b]\}$","2013"
"Is a function differentiable on a punctured interval differentiable on the whole interval?","2012"
"Bound on bounded functions","2012"
"$g(x) = x^3$, if $N$ is a null set on $\mathbb{R}$, can we conclude that $g^{-1}(N)$ is also a null set?","2014"
"Why doesn't cantor's theorem work with nested intervals work with rationals?","2014"
"Two disjoint closed sets $A, B \subset \mathbb{R}$ such that there does not exist $ϵ$ with $d(A, B)> ϵ$","2016"
"Convergence of a certain sequence defined almost like an average","2015"
"Calculting Limit using Stolz-Cesaro theorem","2016"
"Pointwise convergence implies $L^p$ convergence?","2012"
"Why convolution of integrable function $f$ with some sequence tends to $f$ a.e.","2012"
"Does functions in $L^p(\mathbb{R})$ vanish outside of a set of finite measure?","2016"
"Very easy question regarding the triangle inequality","2014"
"Function fails to be of bounded variation","2011"
"Finding an integer $n$ such that $\sin(n)$ is close to 1","2015"
"Uniform Continuity on an Open Interval","2014"
"Local maxima when multiplying two functions","2014"
"Fibonacci series $\lim_{x\to +\infty}\sum_{n=1}^{\infty}\frac{a_n}{n!}x^n$","2014"
"Nested Interval Theorem; free of set theory","2013"
